team1,team2,win
pet-turkey.pet-kangaroo.pet-snail.pet-ox.pet-hatching-chick,pet-elephant.pet-peacock.pet-horse.pet-lobster.pet-scorpion,0
pet-lobster.pet-bat.pet-goat.pet-rabbit.pet-fly,pet-swan.pet-giraffe.pet-tropical-fish.pet-peacock.pet-boar,0
pet-camel.pet-kangaroo.pet-seal.pet-ox.pet-microbe,pet-ladybug.pet-giraffe.pet-whale.pet-gorilla.pet-eagle,0
pet-fly.pet-hippo.pet-tiger.pet-elephant.pet-elephant,pet-duck.pet-dodo.pet-snail.pet-octopus.pet-sloth,0
pet-ant.pet-crab.pet-gorilla.pet-bluebird.pet-deer,pet-crab.pet-dromedary.pet-bee.pet-dromedary.pet-beaver,0
pet-mosquito.pet-shrimp.pet-worm.pet-camel.pet-bluebird,pet-hedgehog.pet-badger.pet-elephant.pet-boar.pet-ox,1
pet-bee.pet-squirrel.pet-sheep.pet-cat.pet-hedgehog,pet-buffalo.pet-poodle.pet-beetle.pet-rat.pet-cricket,1
pet-otter.pet-gorilla.pet-llama.pet-boar.pet-cat,pet-goat.pet-hippo.pet-tabby-cat.pet-tiger.pet-elephant,0
pet-camel.pet-dromedary.pet-ox.pet-tropical-fish.pet-swan,pet-bee.pet-sauropod.pet-bison.pet-tabby-cat.pet-turtle,1
pet-dromedary.pet-cat.pet-boar.pet-tyrannosaurus.pet-rooster,pet-llama.pet-turkey.pet-ox.pet-pig.pet-tiger,0
pet-puppy.pet-cow.pet-elephant.pet-pig.pet-buffalo,pet-bee.pet-sauropod.pet-dromedary.pet-bison.pet-seal,1
pet-spider.pet-dog.pet-chicken.pet-cat.pet-bluebird,pet-fly.pet-ox.pet-mosquito.pet-bluebird.pet-turkey,1
pet-peacock.pet-sheep.pet-fish.pet-fish.pet-dromedary,pet-fly.pet-cricket.pet-rat.pet-bluebird.pet-monkey,1
pet-goat.pet-mammoth.pet-ladybug.pet-horse.pet-ladybug,pet-shrimp.pet-rhino.pet-fish.pet-snake.pet-buffalo,1
pet-turtle.pet-fish.pet-dromedary.pet-worm.pet-monkey,pet-dolphin.pet-rooster.pet-sheep.pet-shrimp.pet-owl,1
pet-horse.pet-ox.pet-spider.pet-puppy.pet-rooster,pet-mosquito.pet-owl.pet-giraffe.pet-sheep.pet-chicken,0
pet-scorpion.pet-bison.pet-lobster.pet-boar.pet-gorilla,pet-hatching-chick.pet-dodo.pet-duck.pet-tiger.pet-tropical-fish,0
pet-poodle.pet-hedgehog.pet-poodle.pet-crab.pet-turtle,pet-sheep.pet-shrimp.pet-tabby-cat.pet-fly.pet-tropical-fish,1
pet-dirty-rat.pet-rat.pet-worm.pet-sauropod.pet-dolphin,pet-beaver.pet-rooster.pet-buffalo.pet-rabbit.pet-beetle,0
pet-squirrel.pet-crab.pet-chicken.pet-dragon.pet-turtle,pet-rabbit.pet-kangaroo.pet-snail.pet-squirrel.pet-crocodile,2
pet-ant.pet-cat.pet-rooster.pet-deer.pet-octopus,pet-leopard.pet-crab.pet-turtle.pet-kangaroo.pet-rooster,0
pet-crab.pet-none.pet-rabbit.pet-otter.pet-dog,pet-otter.pet-duck.pet-blowfish.pet-cow.pet-microbe,1
pet-cricket.pet-tiger.pet-leopard.pet-fly.pet-dolphin,pet-skunk.pet-turkey.pet-giraffe.pet-snake.pet-fish,0
pet-fly.pet-ox.pet-beetle.pet-rat.pet-dodo,pet-hedgehog.pet-cat.pet-sheep.pet-fly.pet-bison,1
pet-sloth.pet-puppy.pet-camel.pet-tropical-fish.pet-kangaroo,pet-turtle.pet-sheep.pet-sloth.pet-snail.pet-deer,0
pet-snail.pet-bluebird.pet-caterpillar.pet-dog.pet-blowfish,pet-sauropod.pet-bluebird.pet-cat.pet-tabby-cat.pet-rooster,1
pet-gorilla.pet-crocodile.pet-fly.pet-beaver.pet-tabby-cat,pet-dragon.pet-lobster.pet-chicken.pet-camel.pet-elephant,0
pet-leopard.pet-blowfish.pet-tyrannosaurus.pet-dog.pet-rooster,pet-kangaroo.pet-cricket.pet-owl.pet-dromedary.pet-crocodile,0
pet-turkey.pet-dolphin.pet-peacock.pet-hedgehog.pet-mosquito,pet-mammoth.pet-dragon.pet-sauropod.pet-buffalo.pet-beaver,1
pet-goat.pet-bat.pet-duck.pet-bee.pet-horse,pet-mammoth.pet-tabby-cat.pet-rooster.pet-fish.pet-cricket,1
pet-dolphin.pet-worm.pet-kangaroo.pet-rat.pet-cat,pet-swan.pet-mammoth.pet-dromedary.pet-dodo.pet-deer,1
pet-otter.pet-squirrel.pet-otter.pet-rabbit.pet-worm,pet-mosquito.pet-chicken.pet-none.pet-goat.pet-sauropod,1
pet-tiger.pet-buffalo.pet-ant.pet-caterpillar.pet-whale,pet-turkey.pet-tabby-cat.pet-bee.pet-cricket.pet-squirrel,0
pet-dolphin.pet-tabby-cat.pet-shrimp.pet-tiger.pet-whale,pet-hippo.pet-microbe.pet-crab.pet-bluebird.pet-llama,0
pet-dirty-rat.pet-mammoth.pet-microbe.pet-tyrannosaurus.pet-bison,pet-sauropod.pet-hedgehog.pet-crab.pet-boar.pet-camel,2
pet-otter.pet-scorpion.pet-squirrel.pet-tyrannosaurus.pet-elephant,pet-buffalo.pet-dog.pet-giraffe.pet-snail.pet-badger,1
pet-crab.pet-ant.pet-beetle.pet-flamingo.pet-cow,pet-buffalo.pet-mosquito.pet-tyrannosaurus.pet-sheep.pet-snake,1
pet-deer.pet-crocodile.pet-gorilla.pet-lobster.pet-ant,pet-ant.pet-hippo.pet-boar.pet-chicken.pet-dog,0
pet-sauropod.pet-snail.pet-cricket.pet-crab.pet-mammoth,pet-swan.pet-sauropod.pet-tropical-fish.pet-ox.pet-ant,0
pet-badger.pet-chicken.pet-flamingo.pet-hippo.pet-deer,pet-bison.pet-dodo.pet-pig.pet-seal.pet-snake,2
pet-cricket.pet-giraffe.pet-ladybug.pet-swan.pet-otter,pet-tyrannosaurus.pet-camel.pet-otter.pet-cow.pet-leopard,1
pet-crocodile.pet-octopus.pet-rat.pet-elephant.pet-hippo,pet-worm.pet-beaver.pet-scorpion.pet-ant.pet-llama,0
pet-dromedary.pet-gorilla.pet-cricket.pet-chicken.pet-fly,pet-cow.pet-monkey.pet-bat.pet-leopard.pet-bison,0
pet-giraffe.pet-rooster.pet-flamingo.pet-none.pet-skunk,pet-hedgehog.pet-dolphin.pet-peacock.pet-duck.pet-fish,2
pet-sloth.pet-mosquito.pet-peacock.pet-sheep.pet-dirty-rat,pet-microbe.pet-hedgehog.pet-giraffe.pet-rooster.pet-badger,0
pet-duck.pet-octopus.pet-dromedary.pet-microbe.pet-turkey,pet-sauropod.pet-caterpillar.pet-rat.pet-snail.pet-leopard,1
pet-cow.pet-kangaroo.pet-microbe.pet-squirrel.pet-blowfish,pet-tiger.pet-giraffe.pet-deer.pet-otter.pet-cow,2
pet-turtle.pet-badger.pet-ox.pet-turtle.pet-gorilla,pet-monkey.pet-dromedary.pet-sloth.pet-bee.pet-tyrannosaurus,0
pet-sloth.pet-parrot.pet-blowfish.pet-seal.pet-dromedary,pet-butterfly.pet-dog.pet-gorilla.pet-fish.pet-horse,1
pet-microbe.pet-bee.pet-seal.pet-flamingo.pet-rhino,pet-crab.pet-none.pet-octopus.pet-owl.pet-cow,0
pet-blowfish.pet-pig.pet-shrimp.pet-snail.pet-skunk,pet-bat.pet-caterpillar.pet-pig.pet-worm.pet-bee,0
pet-lobster.pet-boar.pet-pig.pet-turtle.pet-rat,pet-lobster.pet-sheep.pet-kangaroo.pet-none.pet-whale,0
pet-mammoth.pet-caterpillar.pet-hatching-chick.pet-llama.pet-cricket,pet-elephant.pet-dodo.pet-scorpion.pet-dromedary.pet-butterfly,0
pet-octopus.pet-giraffe.pet-blowfish.pet-cow.pet-crocodile,pet-gorilla.pet-eagle.pet-rooster.pet-skunk.pet-poodle,1
pet-parrot.pet-swan.pet-bee.pet-turkey.pet-cricket,pet-microbe.pet-shrimp.pet-badger.pet-snake.pet-swan,0
pet-chicken.pet-ant.pet-otter.pet-bat.pet-fish,pet-tabby-cat.pet-bat.pet-crab.pet-scorpion.pet-dodo,1
pet-shrimp.pet-gorilla.pet-tabby-cat.pet-bison.pet-peacock,pet-hippo.pet-llama.pet-sloth.pet-fish.pet-sauropod,0
pet-turtle.pet-buffalo.pet-shrimp.pet-puppy.pet-dog,pet-cricket.pet-boar.pet-sheep.pet-tyrannosaurus.pet-puppy,1
pet-hippo.pet-tyrannosaurus.pet-fly.pet-camel.pet-bat,pet-dodo.pet-scorpion.pet-hatching-chick.pet-camel.pet-kangaroo,0
pet-fish.pet-dodo.pet-fly.pet-boar.pet-deer,pet-camel.pet-parrot.pet-butterfly.pet-poodle.pet-sloth,0
pet-boar.pet-crocodile.pet-rat.pet-giraffe.pet-pig,pet-ant.pet-shrimp.pet-rooster.pet-tabby-cat.pet-goat,0
pet-beaver.pet-ant.pet-rooster.pet-turtle.pet-hippo,pet-badger.pet-rhino.pet-mammoth.pet-kangaroo.pet-goat,1
pet-dolphin.pet-hatching-chick.pet-parrot.pet-bat.pet-butterfly,pet-ladybug.pet-gorilla.pet-poodle.pet-deer.pet-elephant,1
pet-sheep.pet-giraffe.pet-beaver.pet-goat.pet-badger,pet-tropical-fish.pet-fish.pet-fly.pet-fish.pet-fish,1
pet-octopus.pet-rooster.pet-giraffe.pet-rhino.pet-giraffe,pet-elephant.pet-bat.pet-worm.pet-beetle.pet-deer,0
pet-lobster.pet-butterfly.pet-turkey.pet-parrot.pet-horse,pet-rhino.pet-dromedary.pet-gorilla.pet-kangaroo.pet-boar,1
pet-crocodile.pet-badger.pet-mosquito.pet-hatching-chick.pet-whale,pet-cricket.pet-otter.pet-spider.pet-turkey.pet-sloth,0
pet-gorilla.pet-lobster.pet-beaver.pet-skunk.pet-fly,pet-otter.pet-peacock.pet-crocodile.pet-mammoth.pet-otter,0
pet-skunk.pet-crab.pet-ox.pet-buffalo.pet-bee,pet-tabby-cat.pet-bat.pet-worm.pet-camel.pet-whale,0
pet-llama.pet-whale.pet-llama.pet-dog.pet-spider,pet-pig.pet-butterfly.pet-sloth.pet-dolphin.pet-kangaroo,0
pet-shrimp.pet-rabbit.pet-none.pet-whale.pet-ladybug,pet-otter.pet-peacock.pet-deer.pet-flamingo.pet-parrot,1
pet-leopard.pet-caterpillar.pet-dog.pet-llama.pet-ox,pet-squirrel.pet-penguin.pet-turtle.pet-poodle.pet-turkey,0
pet-sloth.pet-hedgehog.pet-bat.pet-dragon.pet-deer,pet-bee.pet-lobster.pet-poodle.pet-dromedary.pet-elephant,0
pet-bison.pet-ant.pet-parrot.pet-mammoth.pet-eagle,pet-mosquito.pet-caterpillar.pet-owl.pet-elephant.pet-poodle,0
pet-worm.pet-otter.pet-horse.pet-eagle.pet-pig,pet-none.pet-snake.pet-horse.pet-parrot.pet-caterpillar,2
pet-rat.pet-peacock.pet-rhino.pet-peacock.pet-llama,pet-parrot.pet-squirrel.pet-puppy.pet-lobster.pet-ox,0
pet-boar.pet-leopard.pet-owl.pet-rabbit.pet-lobster,pet-beaver.pet-crocodile.pet-crocodile.pet-none.pet-lobster,0
pet-cow.pet-tabby-cat.pet-horse.pet-tyrannosaurus.pet-pig,pet-penguin.pet-rhino.pet-sloth.pet-fly.pet-penguin,1
pet-dog.pet-dragon.pet-tiger.pet-penguin.pet-leopard,pet-rat.pet-shrimp.pet-dolphin.pet-tyrannosaurus.pet-beetle,0
pet-tropical-fish.pet-shrimp.pet-bat.pet-kangaroo.pet-bat,pet-boar.pet-rhino.pet-peacock.pet-ladybug.pet-ant,1
pet-butterfly.pet-bluebird.pet-otter.pet-tiger.pet-horse,pet-cat.pet-microbe.pet-tabby-cat.pet-duck.pet-snake,1
pet-flamingo.pet-tropical-fish.pet-tyrannosaurus.pet-blowfish.pet-skunk,pet-kangaroo.pet-cat.pet-turkey.pet-bison.pet-dirty-rat,0
pet-seal.pet-tabby-cat.pet-cow.pet-dragon.pet-pig,pet-camel.pet-bluebird.pet-rooster.pet-bison.pet-ant,0
pet-bee.pet-llama.pet-hatching-chick.pet-caterpillar.pet-dirty-rat,pet-hippo.pet-goat.pet-none.pet-cricket.pet-cricket,1
pet-tiger.pet-mosquito.pet-owl.pet-peacock.pet-ladybug,pet-sloth.pet-beaver.pet-dromedary.pet-fly.pet-seal,1
pet-dog.pet-spider.pet-deer.pet-sloth.pet-duck,pet-horse.pet-fish.pet-butterfly.pet-bat.pet-puppy,0
pet-deer.pet-dirty-rat.pet-gorilla.pet-turtle.pet-owl,pet-tiger.pet-sheep.pet-badger.pet-beetle.pet-hedgehog,0
pet-elephant.pet-giraffe.pet-crocodile.pet-squirrel.pet-rabbit,pet-puppy.pet-cow.pet-tyrannosaurus.pet-lobster.pet-microbe,0
pet-dirty-rat.pet-duck.pet-fly.pet-octopus.pet-crocodile,pet-eagle.pet-llama.pet-seal.pet-tiger.pet-skunk,0
pet-owl.pet-rooster.pet-dolphin.pet-llama.pet-bison,pet-chicken.pet-turtle.pet-boar.pet-giraffe.pet-fly,2
pet-dragon.pet-crocodile.pet-bat.pet-pig.pet-giraffe,pet-camel.pet-elephant.pet-tabby-cat.pet-flamingo.pet-sauropod,0
pet-mammoth.pet-ox.pet-bison.pet-whale.pet-beaver,pet-rabbit.pet-pig.pet-bluebird.pet-poodle.pet-dog,0
pet-kangaroo.pet-dragon.pet-squirrel.pet-spider.pet-bee,pet-swan.pet-goat.pet-dromedary.pet-none.pet-pig,0
pet-lobster.pet-boar.pet-dog.pet-badger.pet-whale,pet-tabby-cat.pet-boar.pet-buffalo.pet-eagle.pet-microbe,1
pet-puppy.pet-seal.pet-parrot.pet-chicken.pet-tabby-cat,pet-otter.pet-chicken.pet-bat.pet-bluebird.pet-caterpillar,0
pet-dodo.pet-dirty-rat.pet-hippo.pet-caterpillar.pet-dog,pet-cat.pet-goat.pet-dog.pet-goat.pet-turkey,1
pet-skunk.pet-ant.pet-mosquito.pet-badger.pet-sheep,pet-spider.pet-bat.pet-fly.pet-pig.pet-swan,1
pet-kangaroo.pet-tiger.pet-snake.pet-cricket.pet-monkey,pet-mammoth.pet-whale.pet-otter.pet-dolphin.pet-snail,1
pet-monkey.pet-beetle.pet-hatching-chick.pet-hedgehog.pet-sheep,pet-ox.pet-dragon.pet-cow.pet-tyrannosaurus.pet-dragon,1
pet-goat.pet-bison.pet-seal.pet-lobster.pet-tyrannosaurus,pet-seal.pet-dolphin.pet-bee.pet-dirty-rat.pet-horse,0
pet-tyrannosaurus.pet-caterpillar.pet-worm.pet-ant.pet-ox,pet-tiger.pet-cat.pet-turkey.pet-deer.pet-dog,1
pet-badger.pet-turtle.pet-camel.pet-dragon.pet-tiger,pet-skunk.pet-fly.pet-scorpion.pet-turtle.pet-none,1
pet-butterfly.pet-scorpion.pet-penguin.pet-dog.pet-caterpillar,pet-goat.pet-monkey.pet-blowfish.pet-pig.pet-kangaroo,1
pet-tiger.pet-duck.pet-bluebird.pet-sauropod.pet-rhino,pet-eagle.pet-eagle.pet-seal.pet-turkey.pet-hippo,1
pet-seal.pet-skunk.pet-tiger.pet-chicken.pet-bluebird,pet-beetle.pet-goat.pet-bison.pet-crocodile.pet-fly,1
pet-lobster.pet-caterpillar.pet-butterfly.pet-crocodile.pet-badger,pet-crocodile.pet-mammoth.pet-swan.pet-tabby-cat.pet-snake,1
pet-cat.pet-worm.pet-mosquito.pet-fish.pet-tropical-fish,pet-beetle.pet-hatching-chick.pet-shrimp.pet-bluebird.pet-tropical-fish,0
pet-horse.pet-beaver.pet-blowfish.pet-mosquito.pet-owl,pet-goat.pet-puppy.pet-parrot.pet-snail.pet-cow,1
pet-microbe.pet-badger.pet-penguin.pet-spider.pet-seal,pet-poodle.pet-owl.pet-sheep.pet-whale.pet-rat,1
pet-owl.pet-butterfly.pet-poodle.pet-tiger.pet-elephant,pet-turkey.pet-eagle.pet-swan.pet-flamingo.pet-beetle,1
pet-hatching-chick.pet-caterpillar.pet-sauropod.pet-bluebird.pet-crab,pet-rooster.pet-ant.pet-bison.pet-goat.pet-spider,1
pet-badger.pet-bluebird.pet-skunk.pet-parrot.pet-peacock,pet-rabbit.pet-deer.pet-none.pet-snake.pet-boar,1
pet-fish.pet-worm.pet-sauropod.pet-cricket.pet-flamingo,pet-tabby-cat.pet-blowfish.pet-dolphin.pet-scorpion.pet-hedgehog,1
pet-gorilla.pet-swan.pet-beaver.pet-camel.pet-tiger,pet-otter.pet-skunk.pet-sloth.pet-cow.pet-owl,0
pet-pig.pet-rhino.pet-sauropod.pet-puppy.pet-tabby-cat,pet-lobster.pet-chicken.pet-rabbit.pet-rat.pet-snake,0
pet-dromedary.pet-duck.pet-mosquito.pet-chicken.pet-cricket,pet-boar.pet-rooster.pet-sloth.pet-rooster.pet-fly,1
pet-tropical-fish.pet-cow.pet-crocodile.pet-blowfish.pet-goat,pet-deer.pet-bee.pet-shrimp.pet-otter.pet-caterpillar,0
pet-cricket.pet-crocodile.pet-whale.pet-spider.pet-leopard,pet-duck.pet-poodle.pet-ant.pet-tiger.pet-parrot,0
pet-tabby-cat.pet-owl.pet-sheep.pet-poodle.pet-giraffe,pet-tropical-fish.pet-puppy.pet-owl.pet-crocodile.pet-tiger,1
pet-boar.pet-rooster.pet-dromedary.pet-butterfly.pet-dragon,pet-skunk.pet-monkey.pet-butterfly.pet-skunk.pet-tiger,0
pet-bison.pet-scorpion.pet-fish.pet-sauropod.pet-microbe,pet-elephant.pet-beetle.pet-gorilla.pet-hippo.pet-tyrannosaurus,1
pet-llama.pet-tabby-cat.pet-puppy.pet-goat.pet-badger,pet-dodo.pet-duck.pet-badger.pet-tiger.pet-crocodile,2
pet-microbe.pet-microbe.pet-pig.pet-rooster.pet-duck,pet-ant.pet-boar.pet-rooster.pet-flamingo.pet-parrot,1
pet-turtle.pet-tyrannosaurus.pet-dirty-rat.pet-crab.pet-owl,pet-cricket.pet-badger.pet-snail.pet-giraffe.pet-bee,0
pet-crocodile.pet-squirrel.pet-squirrel.pet-ox.pet-caterpillar,pet-buffalo.pet-rabbit.pet-turkey.pet-monkey.pet-mammoth,0
pet-eagle.pet-none.pet-mammoth.pet-caterpillar.pet-hippo,pet-skunk.pet-scorpion.pet-dolphin.pet-turkey.pet-caterpillar,0
pet-dodo.pet-rabbit.pet-dog.pet-tiger.pet-fish,pet-owl.pet-puppy.pet-rhino.pet-ox.pet-rhino,1
pet-microbe.pet-hatching-chick.pet-bluebird.pet-chicken.pet-pig,pet-giraffe.pet-dolphin.pet-lobster.pet-crocodile.pet-dog,1
pet-dragon.pet-turkey.pet-owl.pet-cat.pet-cow,pet-bat.pet-duck.pet-dodo.pet-ant.pet-lobster,0
pet-ladybug.pet-goat.pet-crocodile.pet-penguin.pet-rhino,pet-cat.pet-rhino.pet-dragon.pet-parrot.pet-bat,1
pet-bluebird.pet-dolphin.pet-mosquito.pet-hatching-chick.pet-swan,pet-leopard.pet-hedgehog.pet-none.pet-buffalo.pet-hatching-chick,1
pet-dromedary.pet-hippo.pet-hedgehog.pet-lobster.pet-gorilla,pet-cat.pet-tropical-fish.pet-none.pet-ladybug.pet-bee,0
pet-turtle.pet-ox.pet-sloth.pet-tyrannosaurus.pet-pig,pet-gorilla.pet-rooster.pet-dromedary.pet-bee.pet-eagle,1
pet-dromedary.pet-microbe.pet-peacock.pet-peacock.pet-rat,pet-ant.pet-owl.pet-snail.pet-owl.pet-snail,2
pet-squirrel.pet-hippo.pet-elephant.pet-squirrel.pet-bee,pet-shrimp.pet-hippo.pet-seal.pet-boar.pet-camel,1
pet-deer.pet-ox.pet-duck.pet-hedgehog.pet-scorpion,pet-tabby-cat.pet-cricket.pet-giraffe.pet-dirty-rat.pet-dolphin,2
pet-leopard.pet-buffalo.pet-lobster.pet-peacock.pet-tabby-cat,pet-lobster.pet-crab.pet-bluebird.pet-microbe.pet-boar,0
pet-crocodile.pet-bat.pet-duck.pet-dog.pet-eagle,pet-deer.pet-puppy.pet-lobster.pet-hippo.pet-lobster,2
pet-fly.pet-puppy.pet-gorilla.pet-dolphin.pet-bat,pet-tropical-fish.pet-scorpion.pet-beetle.pet-turkey.pet-fly,0
pet-giraffe.pet-penguin.pet-ladybug.pet-spider.pet-badger,pet-dolphin.pet-gorilla.pet-crocodile.pet-dragon.pet-cat,1
pet-sloth.pet-bat.pet-buffalo.pet-tabby-cat.pet-tiger,pet-otter.pet-crocodile.pet-cow.pet-squirrel.pet-hedgehog,1
pet-whale.pet-spider.pet-none.pet-deer.pet-flamingo,pet-monkey.pet-flamingo.pet-poodle.pet-llama.pet-ox,0
pet-ladybug.pet-beaver.pet-hatching-chick.pet-turtle.pet-gorilla,pet-butterfly.pet-microbe.pet-dragon.pet-mosquito.pet-tyrannosaurus,1
pet-dog.pet-leopard.pet-dragon.pet-leopard.pet-snake,pet-lobster.pet-beetle.pet-dromedary.pet-pig.pet-microbe,0
pet-ox.pet-hedgehog.pet-cow.pet-snake.pet-octopus,pet-cow.pet-tabby-cat.pet-tabby-cat.pet-tropical-fish.pet-badger,2
pet-butterfly.pet-horse.pet-goat.pet-dragon.pet-sloth,pet-tyrannosaurus.pet-tropical-fish.pet-flamingo.pet-skunk.pet-lobster,0
pet-cricket.pet-peacock.pet-beetle.pet-rooster.pet-bluebird,pet-fly.pet-dodo.pet-dragon.pet-bison.pet-worm,1
pet-bee.pet-snake.pet-bluebird.pet-worm.pet-leopard,pet-whale.pet-turkey.pet-bison.pet-chicken.pet-worm,0
pet-owl.pet-rat.pet-snail.pet-rat.pet-worm,pet-rabbit.pet-llama.pet-peacock.pet-bee.pet-snake,1
pet-crab.pet-penguin.pet-kangaroo.pet-rhino.pet-dirty-rat,pet-microbe.pet-buffalo.pet-ant.pet-eagle.pet-horse,1
pet-gorilla.pet-blowfish.pet-bluebird.pet-skunk.pet-ant,pet-deer.pet-ant.pet-rooster.pet-rooster.pet-poodle,1
pet-goat.pet-shrimp.pet-cricket.pet-bluebird.pet-ox,pet-hippo.pet-beetle.pet-fish.pet-buffalo.pet-hippo,1
pet-boar.pet-ladybug.pet-blowfish.pet-puppy.pet-peacock,pet-microbe.pet-rat.pet-rhino.pet-tyrannosaurus.pet-crab,0
pet-rhino.pet-dolphin.pet-boar.pet-bluebird.pet-eagle,pet-octopus.pet-giraffe.pet-kangaroo.pet-worm.pet-caterpillar,0
pet-eagle.pet-tabby-cat.pet-monkey.pet-otter.pet-llama,pet-octopus.pet-dolphin.pet-microbe.pet-buffalo.pet-dragon,1
pet-turtle.pet-duck.pet-poodle.pet-crocodile.pet-blowfish,pet-badger.pet-snake.pet-dog.pet-fly.pet-ant,1
pet-sheep.pet-dromedary.pet-microbe.pet-bison.pet-dromedary,pet-poodle.pet-rabbit.pet-dragon.pet-boar.pet-leopard,1
pet-hedgehog.pet-fish.pet-chicken.pet-whale.pet-scorpion,pet-cat.pet-poodle.pet-bluebird.pet-camel.pet-crab,1
pet-camel.pet-caterpillar.pet-crocodile.pet-bison.pet-duck,pet-turtle.pet-squirrel.pet-tiger.pet-blowfish.pet-flamingo,0
pet-rat.pet-microbe.pet-hippo.pet-flamingo.pet-dromedary,pet-whale.pet-whale.pet-monkey.pet-octopus.pet-parrot,1
pet-peacock.pet-whale.pet-llama.pet-swan.pet-tyrannosaurus,pet-squirrel.pet-hatching-chick.pet-badger.pet-worm.pet-sauropod,2
pet-beaver.pet-peacock.pet-dodo.pet-monkey.pet-skunk,pet-microbe.pet-horse.pet-worm.pet-dirty-rat.pet-scorpion,0
pet-ant.pet-squirrel.pet-whale.pet-flamingo.pet-crab,pet-microbe.pet-cat.pet-swan.pet-cow.pet-ladybug,2
pet-caterpillar.pet-hedgehog.pet-tyrannosaurus.pet-sauropod.pet-camel,pet-eagle.pet-bee.pet-rat.pet-leopard.pet-hippo,1
pet-ox.pet-beetle.pet-butterfly.pet-elephant.pet-rat,pet-kangaroo.pet-poodle.pet-buffalo.pet-monkey.pet-horse,0
pet-camel.pet-duck.pet-hatching-chick.pet-dirty-rat.pet-rhino,pet-boar.pet-bee.pet-sheep.pet-penguin.pet-swan,1
pet-parrot.pet-cow.pet-seal.pet-beetle.pet-dragon,pet-boar.pet-rhino.pet-deer.pet-shrimp.pet-dog,1
pet-puppy.pet-puppy.pet-pig.pet-owl.pet-tyrannosaurus,pet-swan.pet-deer.pet-ladybug.pet-fly.pet-boar,1
pet-cat.pet-dirty-rat.pet-snake.pet-tyrannosaurus.pet-ladybug,pet-microbe.pet-ladybug.pet-mosquito.pet-snake.pet-rhino,0
pet-dromedary.pet-kangaroo.pet-parrot.pet-lobster.pet-beetle,pet-bison.pet-goat.pet-mosquito.pet-dirty-rat.pet-squirrel,1
pet-rhino.pet-skunk.pet-crocodile.pet-rat.pet-horse,pet-badger.pet-elephant.pet-chicken.pet-whale.pet-rat,0
